Timestamp;Track Name;Current QualRatio;Qual AI Best (s);Qual AI Worst (s);Qual User (s);Current RaceRatio;Race AI Best (s);Race AI Worst (s);Race User (s)
2026-03-21 09:57:20;Monza, 2004 FIA GT Championship Round 1;0.950000;113.219;115.290;0;1.050000;0;0;0
2026-03-21 10:01:38;Monza, 2004 FIA GT Championship Round 1;1.050000;111.057;113.010;0;1.050000;0;0;0
2026-03-21 10:04:35;Monza, 2004 FIA GT Championship Round 1;0.940000;113.378;116.298;0;1.050000;0;0;0
2026-03-21 10:09:51;Monza, 2004 FIA GT Championship Round 1;0.930000;113.798;116.141;0;1.050000;0;0;0
2026-03-21 10:13:51;Monza, 2004 FIA GT Championship Round 1;0.920000;114.204;116.570;0;1.050000;0;0;0
2026-03-21 10:16:47;Monza, 2004 FIA GT Championship Round 1;0.910000;113.956;116.674;0;1.050000;0;0;0
2026-03-21 10:20:11;Monza, 2004 FIA GT Championship Round 1;0.900000;114.488;117.427;0;1.050000;0;0;0
2026-03-21 10:24:43;Monza, 2004 FIA GT Championship Round 1;0.900000;114.603;117.331;0;1.050000;0;0;0
2026-03-21 10:27:01;Monza, 2004 FIA GT Championship Round 1;0.900000;114.643;117.140;0;1.050000;0;0;0
2026-03-21 10:31:28;Monza, 2004 FIA GT Championship Round 1;0.850000;116.026;118.458;0;1.050000;0;0;0
2026-03-21 10:34:43;Monza, 2004 FIA GT Championship Round 1;0.850000;115.960;118.648;0;1.050000;0;0;0
2026-03-21 10:37:12;Monza, 2004 FIA GT Championship Round 1;0.850000;115.849;118.364;0;1.050000;0;0;0
2026-03-21 10:40:12;Monza, 2004 FIA GT Championship Round 1;0.875000;115.177;117.771;0;1.050000;0;0;0
2026-03-21 10:42:49;Monza, 2004 FIA GT Championship Round 1;0.875000;115.274;117.906;0;1.050000;0;0;0
